,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
PPG,PPG Industries,reports,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",1957-03-04,0000079879,1883,1.13214,5.18076,1.4334,0.0,2.16,2021-05-07 00:00:00.000,0.54,2021-06-11 00:00:00.000,1.21,0.0,1.38504,54.70899,4.99664,42.48905,43.49979,181.35,22.83333,94.48,91.38551,42283.08,236.3111,9.92012,8.42516,13.08941,11.42419,7.24592,24.62614,35.714,25.785537,2.94902,1.05957,6.32411,22.55255,8.73969,3.30051,0.0,0.0,237091179.0,0.0,0.0,PPG,51.01756,106.4737,1037923.0,1037920.0,30681130.0
PPL,PPL Corp.,reports,Utilities,Electric Utilities,"Allentown, Pennsylvania",0000922224,1920,,0.76873,3.39296,1.30109,0.0,1.66,2021-06-09 00:00:00.000,0.415,2021-07-01 00:00:00.000,5.63,0.0,0.0,0.0,1.45158,0.0,0.0,30.94,2.69281,24.2,118.7035,22698.12,768.6647,13.5514,15.85591,27.7036,34.05191,1.96452,9.24191,20.32268,0.0,3.21914,1.28445,2.37597,9.00988,3.05615,0.0,0.0,0.0,769427879.0,0.0,0.0,PPL,58.42689,140.5401,5013744.0,5013740.0,125617790.0
PFG,Principal Financial Group,reports,Financials,Life & Health Insurance,"Des Moines, Iowa",2002-07-22,0001126328,1879,1.64131,13.65052,0.0,0.0,2.44,2021-06-02 00:00:00.000,0.61,2021-06-25 00:00:00.000,3.72,0.0,31.31476,79.76703,5.87627,0.0,0.0,67.97,0.0,35.5301,27.77839,17860.34,270.8656,16.09163,12.38758,19.13355,14.77136,1.16143,0.0,11.17375,0.356821,1.33297,0.0,0.61186,11.47176,0.0,0.0,0.0,0.0,272012431.0,0.0,0.0,PFG,21.72013,28.32365,1288827.0,1288830.0,36000440.0
PG,Procter & Gamble,reports,Consumer Staples,Personal Products,"Cincinnati, Ohio",1957-03-04,0000080424,1837,0.40715,0.0,0.70615,0.0,3.4792,2021-04-22 00:00:00.000,0.8698,2021-05-17 00:00:00.000,2.52,0.0,188.2853,13.06295,5.4366,50.73168,51.94871,146.92,41.25263,111.43,45.18199,337856.1,2445.639,17.94136,19.00628,20.90121,23.93883,7.38919,20.10809,25.38351,0.134814,4.51257,0.51868,12.09324,30.83784,16.77057,0.0,6.43107,0.0,2448232786.0,0.0,0.0,PG,38.86377,64.00979,8908993.0,8908990.0,184805180.0
PGR,Progressive Corp.,reports,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",1997-08-04,0000080661,1937,0.47049,18.44333,0.0,0.0,0.4,2021-07-06 00:00:00.000,0.1,2021-07-15 00:00:00.000,0.4,0.0,81.11901,112.8716,10.99713,0.0,0.0,107.585,49.62234,72.71,27.45438,58012.1,583.0844,12.93752,14.48963,16.82139,18.7486,3.34533,8.54325,9.01508,0.111134,1.29608,0.0,10.66006,41.40102,0.0,0.25679,14.7035,0.0,585153282.0,0.0,0.0,PGR,23.22873,30.25706,2797804.0,2797800.0,58158620.0
PLD,Prologis,reports,Real Estate,Industrial REITs,"San Francisco, California",2003-07-17,0001045609,1983,0.74998,9.10794,0.0,0.0,2.52,2021-06-15 00:00:00.000,0.63,2021-06-30 00:00:00.000,2.14,0.0,0.0,0.0,1.81379,71.49443,73.45853,118.0,0.0,85.93,50.68016,86945.52,735.9858,34.80688,32.44132,13.45257,24.66897,2.72166,28.04564,64.79802,0.0,18.86507,0.0,2.7003,4.20837,3.02021,3.30327,30.3098,0.0,739773000.0,0.0,0.0,PLD,31.20415,51.55958,2011592.0,2011590.0,58359890.0
PRU,Prudential Financial,reports,Financials,Life & Health Insurance,"Newark, New Jersey",2002-07-22,0001137774,1875,1.68303,12.4648,0.0,0.0,4.6,2021-05-24 00:00:00.000,1.15,2021-06-17 00:00:00.000,4.3,0.0,0.0,1099.59,6.66009,0.0,0.0,108.56,0.0,54.87,34.48721,42118.6,393.1737,16.38745,4.65293,20.13922,5.6658,0.72624,14.16227,16.05083,0.0,0.69593,0.0,0.31623,4.49854,0.0,5.75831,0.0,0.0,394000000.0,0.0,0.0,PRU,26.21457,35.98112,2203350.0,2203350.0,51134890.0
PTC,PTC Inc.,reports,Information Technology,Application Software,"Boston, Massachusetts",2021-04-20,0000857005,1985,1.21524,10.37002,1.17598,0.0,0.0, ,0.0, ,0.0,0.0,478.911,1397.017,1.87764,80.62995,79.17911,149.5,8.90764,69.09,91.38799,15281.1,105.1559,23.66079,13.52042,22.02107,19.73882,9.2583,50.65772,69.64594,0.145426,9.35461,0.0,5.4888,15.1036,7.25478,7.62965,21.34394,0.0,116854806.0,0.0,0.0,PTC,47.75012,91.38799,664815.0,664810.0,23511970.0
PEG,Public Service Enterprise Group (PSEG),reports,Utilities,Electric Utilities,"Newark, New Jersey",1957-03-04,0000788784,1903,0.55864,4.19636,0.79081,0.0,2.04,2021-06-07 00:00:00.000,0.51,2021-06-30 00:00:00.000,3.24,0.0,46.07928,44.64312,4.15188,0.0,0.0,64.3,11.0597,46.7,94.28027,31855.33,504.5988,22.42991,21.67645,25.64901,22.79889,1.95135,9.34997,15.17867,0.329403,3.28033,0.62846,4.27103,13.35406,4.73752,20.27477,0.0,0.0,505093089.0,0.0,0.0,PEG,51.72465,107.1451,1920512.0,1920510.0,44948830.0
PSA,Public Storage,reports,Real Estate,Specialized REITs,"Glendale, California",2005-08-19,0001393311,1972,0.10715,0.0,0.0,0.0,8.0,2021-06-14 00:00:00.000,2.0,2021-06-30 00:00:00.000,2.89,0.0,0.0,23.05174,6.70235,70.22881,70.43352,283.07,0.0,181.76,34.84682,48421.7,151.6885,56.59892,48.15353,48.53701,48.6577,10.05758,25.72975,41.2885,0.0,16.32423,0.0,11.99911,24.01206,12.39577,1.08268,2.91782,0.0,174978140.0,0.0,0.0,PSA,25.79868,34.84682,715588.0,715590.0,15375170.0
PHM,PulteGroup,reports,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1984-04-30,0000822416,1956,1.4624,12.58438,0.0,0.0,0.56,2021-06-10 00:00:00.000,0.14,2021-07-02 00:00:00.000,1.0,0.0,45.27966,51.56914,5.5704,26.73633,25.78566,63.905,0.0,31.27,30.39422,14665.62,253.4617,11.1403,13.13965,14.43524,16.20604,2.19932,9.30966,10.01185,0.221111,1.27851,0.0,13.1814,24.46626,17.01217,0.0,9.12975,0.0,264476239.0,0.0,0.0,PHM,25.62025,34.4452,2904038.0,2904040.0,62282810.0
PVH,PVH Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2013-02-15,0000078239,1881,2.37788,3.53893,1.52715,0.0,0.0, ,0.0375,2019-12-19 00:00:00.000,0.0,0.0,0.0,12.22801,0.0,53.89511,52.95124,121.175,3.73282,40.505,74.2807,7785.806,71.02791,0.0,0.0,1.13408,0.0,1.64348,0.0,0.0,0.0,1.09158,0.97839,0.0,0.0,0.0,0.0,0.0,0.0,71265958.0,0.0,0.0,PVH,42.92355,75.14957,913406.0,913410.0,20802090.0
QRVO,Qorvo,reports,Information Technology,Semiconductors,"Greensboro, North Carolina",2015-06-11,0001604778,2015,1.39596,0.81475,3.64418,0.0,0.0, ,0.0, ,0.0,0.0,125.6954,508.454,6.34387,49.26449,46.90964,201.68,19.73563,98.07,37.64074,19997.66,112.7293,27.84829,18.27036,27.31983,20.96545,4.31969,24.84206,27.83159,0.221421,4.98036,2.89917,10.64581,16.44482,11.68025,0.0,23.96209,0.0,113262707.0,0.0,0.0,QRVO,27.34709,37.64074,1591864.0,1591860.0,26214780.0
PWR,Quanta Services Inc.,reports,Industrials,Construction & Engineering,"Houston, Texas",2009-07-01,0001050915,1997,1.26826,10.21947,1.71689,0.0,0.24,2021-04-05 00:00:00.000,0.06,2021-04-15 00:00:00.000,0.26,0.0,58.37424,135.7845,3.42961,13.79245,15.2712,101.959,15.32321,33.32,30.80177,12906.24,137.7939,3.37771,4.50339,4.19318,5.67808,2.95217,15.83822,27.00599,0.462635,1.15832,1.6926,5.97837,12.16521,7.98974,0.0,0.0,0.0,139346092.0,0.0,0.0,PWR,23.66969,31.04655,1198994.0,1198990.0,25876750.0
QCOM,Qualcomm,reports,Information Technology,Semiconductors,"San Diego, California",0000804328,1985,,1.34748,0.0,2.01753,0.0,2.72,2021-06-02 00:00:00.000,0.68,2021-06-24 00:00:00.000,2.07,0.0,107.1439,276.4978,6.97932,56.74858,59.98844,167.94,98.45455,76.16,205.2128,148286.9,1126.509,22.20542,27.27736,27.10775,30.06563,19.99169,15.65033,18.83565,0.175798,5.04223,1.72337,23.21651,153.2525,31.92074,0.0,46.73685,0.0,1128000000.0,0.0,0.0,QCOM,67.94335,211.9477,10560475.0,10560480.0,224619190.0
DGX,Quest Diagnostics,reports,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,0001022079,1967,1.02718,9.18173,1.75688,0.0,2.48,2021-04-06 00:00:00.000,0.62,2021-04-21 00:00:00.000,1.89,0.0,132.8491,372.7299,13.18629,40.625,40.13546,142.8,17.92105,103.26,59.45145,17156.7,129.9856,17.38971,17.46493,24.26471,23.76391,2.55066,7.86283,9.95959,0.074969,1.66006,1.62624,13.8953,28.93082,15.76557,0.0,34.97453,0.0,130638109.0,0.0,0.0,DGX,36.87161,59.4811,1350701.0,1350700.0,26890620.0
RL,Ralph Lauren Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2007-02-02,0001037038,1967,1.53966,0.0,2.65522,0.0,0.0, ,0.6875,2020-01-10 00:00:00.000,0.0,0.0,0.0,80.12306,0.0,62.88267,65.68578,142.06,0.0,63.9,76.92367,8855.471,47.4852,0.0,0.0,0.0,0.0,3.40339,63.11811,0.0,0.0,2.01224,2.1763,0.0,0.0,0.0,0.0,0.0,0.0,48250036.0,0.0,0.0,RL,43.71907,77.68008,1366629.0,1366630.0,22621860.0
RJF,Raymond James Financial,reports,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",2017-03-20,0000720005,1962,1.25359,10.48709,0.0,0.0,1.56,2021-03-31 00:00:00.000,0.39,2021-04-15 00:00:00.000,1.17,0.0,10.91075,109.9104,7.48174,96.18099,95.75352,138.56,0.0,63.91,38.27713,18345.32,121.997,14.73641,12.09324,18.55542,15.00115,2.41179,15.63966,17.84344,1.6354,2.11693,0.0,1.97969,14.56567,9.87841,6.59292,4.96609,0.0,137418106.0,0.0,0.0,RJF,80.94323,427.2655,492419.0,492420.0,14838040.0
RTX,Raytheon Technologies,reports,Industrials,Aerospace & Defense,"Waltham, Massachusetts",0000101829,1922,,1.55282,7.79382,1.17033,0.0,2.04,2021-05-20 00:00:00.000,0.51,2021-06-17 00:00:00.000,2.38,0.0,0.0,0.0,0.0,17.92669,14.66484,87.1,3.05202,51.92,41.74453,130009.9,1513.255,5.3308,0.0,6.64219,0.0,1.81299,76.83798,0.0,0.0,2.14971,0.9091,0.0,0.0,0.0,0.0,32.17502,0.0,1515089870.0,0.0,0.0,RTX,30.07056,43.97992,6919604.0,6919600.0,152856340.0
O,Realty Income Corporation,reports,Real Estate,Retail REITs,"San Diego, California",2015-04-07,0000726728,1969,0.73742,3.11414,0.0,0.0,2.82,2021-05-28 00:00:00.000,0.235,2021-06-15 00:00:00.000,4.24,0.0,0.0,0.0,0.96796,93.56397,93.60176,71.84,3.01109,50.96,74.02621,24868.61,372.9244,21.73332,20.57029,21.27217,18.71783,2.15592,24.00359,68.78383,0.0,14.80197,0.0,1.73773,3.14374,1.78231,5.91471,8.2833,0.0,373514747.0,0.0,0.0,O,42.46939,74.02621,3101347.0,3101350.0,67361260.0
REG,Regency Centers Corporation,reports,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,0000910606,1963,1.12798,10.75587,0.0,0.0,2.38,2021-06-14 00:00:00.000,0.595,2021-07-06 00:00:00.000,3.76,0.0,19.90987,411.5265,0.8834,70.24132,68.57002,67.14,9.49844,33.29,61.18036,10762.47,168.3581,29.71391,15.26231,34.11357,22.10163,1.79755,22.07282,71.72289,3.602379,10.68532,0.0,1.38527,2.47968,1.46275,6.28453,0.0,0.0,169862160.0,0.0,0.0,REG,37.67029,61.18036,1094606.0,1094610.0,25423400.0
REGN,Regeneron Pharmaceuticals,reports,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,0000872589,1988,0.18521,24.1694,3.12484,0.0,0.0, ,0.0, ,0.0,0.0,77.59091,85.97886,35.34789,87.81983,86.83787,664.64,0.0,441.0,16.5225,53977.44,101.5577,44.10171,43.53092,44.00285,43.37218,4.51187,12.69759,14.33523,0.184754,5.86864,2.60731,23.88211,33.21277,28.33877,4.36667,25.66401,0.0,104694835.0,0.0,0.0,REGN,18.37778,22.51566,774922.0,774920.0,19052340.0
RF,Regions Financial Corp.,reports,Financials,Regional Banks,"Birmingham, Alabama",1998-08-28,0001281761,1971,1.56201,7.74879,0.0,0.0,0.62,2021-06-03 00:00:00.000,0.155,2021-07-01 00:00:00.000,2.72,0.0,18.41072,338.537,1.51754,0.0,0.0,23.51,0.0,9.76,16.32516,21878.86,956.8384,39.92537,24.28263,51.1194,29.80562,1.34926,11.58838,14.99796,0.814632,3.37532,0.0,1.09735,9.09768,0.0,0.0,0.0,0.0,961285396.0,0.0,0.0,RF,0.0,16.32516,6475110.0,6475110.0,188897510.0
RSG,Republic Services Inc,reports,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",2008-12-05,0001060391,1998 (1981),0.70219,3.41896,0.67158,0.0,1.7,2021-06-30 00:00:00.000,0.425,2021-07-15 00:00:00.000,1.55,0.0,0.0,20.28835,3.18019,40.90664,40.32032,113.28,5.2508,78.22,99.55171,34967.6,317.9291,11.41581,9.99598,18.96472,16.34252,4.04621,16.42365,34.43191,0.0,3.42951,0.64315,4.4158,12.14082,4.8506,0.9016,0.0,0.0,319033411.0,0.0,0.0,RSG,50.35802,101.5059,1181232.0,1181230.0,26741160.0
RMD,ResMed,reports,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,0000943819,1989,0.27905,8.80932,1.67265,0.0,1.56,2021-05-12 00:00:00.000,0.39,2021-06-17 00:00:00.000,0.77,0.0,0.0,0.0,3.12446,58.17862,58.16036,224.43,20.70293,149.16,26.54056,29414.97,144.3338,0.0,14.79231,29.0629,28.64012,10.85721,47.76841,64.69598,0.0,9.51613,1.12041,10.05335,18.41606,11.9256,0.0,6.89694,0.0,145517832.0,0.0,0.0,RMD,21.24938,26.98313,554399.0,554400.0,13471030.0
RHI,Robert Half International,reports,Industrials,Human Resource & Employment Services,"Menlo Park, California",2000-12-05,0000315213,1948,1.57351,6.84014,1.74061,0.0,1.52,2021-05-24 00:00:00.000,0.38,2021-06-15 00:00:00.000,1.73,0.0,0.0,24.49254,2.89574,40.1687,39.3238,91.28,0.0,47.315,0.0,9925.82,109.4372,7.90901,6.53828,10.73106,8.79467,8.28015,25.53292,30.39292,0.0,1.98489,0.0,13.51064,28.0938,22.94384,7.23066,0.0,0.0,112780592.0,0.0,0.0,RHI,0.01511,0.01511,748440.0,748440.0,21515070.0
ROK,Rockwell Automation Inc.,reports,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",0001024478,1903,,1.35475,0.0,1.38775,0.0,4.28,2021-05-14 00:00:00.000,1.07,2021-06-10 00:00:00.000,1.64,0.0,123.6744,211.8999,13.56923,43.20703,41.35186,275.43,0.0,200.56,108.8708,30203.16,115.9033,23.10118,25.03568,28.5851,29.22099,16.62405,17.19019,19.17574,0.15505,4.79005,1.06945,21.07104,130.1559,30.20319,13.46707,0.0,0.0,116076695.0,0.0,0.0,ROK,48.4913,110.2795,583071.0,583070.0,13421320.0
ROL,"Rollins, Inc.",reports,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",2018-10-01,0000084839,1948,0.51886,12.4352,0.65784,0.0,0.32,2021-05-07 00:00:00.000,0.08,2021-06-10 00:00:00.000,0.91,0.0,53.76478,113.9044,0.63082,51.16235,52.05736,43.0,145.5412,25.52,9.73269,17248.93,209.8385,17.29854,14.04332,16.46855,17.7606,17.44192,42.94603,55.5626,1.033439,7.80893,0.59355,17.00485,34.67255,22.78611,0.0,6.48717,0.0,492123516.0,0.0,0.0,ROL,10.41728,11.62867,1509040.0,1509040.0,30299600.0
ROP,Roper Technologies,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",2009-12-23,0000882835,1981,1.03174,13.7182,0.70624,0.0,2.25,2021-04-01 00:00:00.000,0.5625,2021-04-22 00:00:00.000,0.51,0.0,0.0,19.4724,9.43077,65.01374,64.50482,455.72,6.60891,362.9,79.62139,46286.23,104.6489,18.90619,17.50044,26.20044,25.98422,4.29942,29.55887,46.6367,0.0,8.11327,0.6226,4.75328,9.80891,5.37064,1.54786,5.05865,0.0,105239028.0,0.0,0.0,ROP,45.73631,84.28528,487853.0,487850.0,11431030.0
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Dublin, California",2009-12-21,0000745732,1982,1.04787,8.4807,1.7209,0.0,1.14,2021-06-07 00:00:00.000,0.255,2021-06-07 00:00:00.000,0.93,0.0,0.0,254.4054,2.43147,29.17761,26.68859,134.215,33.73568,79.65,67.04977,43952.36,348.993,10.55072,5.70671,14.22984,8.51671,12.03244,35.76678,50.6895,0.0,2.89066,1.3277,7.19372,26.82147,10.1002,6.26893,7.95073,0.0,356611451.0,0.0,0.0,ROST,40.76794,68.82749,2486650.0,2486650.0,47056400.0
RCL,Royal Caribbean Group,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2014-12-05,0000884887,1997,2.85559,0.0,1.70445,0.0,0.0, ,0.78,2020-01-06 00:00:00.000,0.0,0.0,0.0,32.58398,0.0,0.0,0.0,99.24,0.0,40.35,225.8342,21083.54,218.7122,0.0,0.0,0.0,0.0,2.29823,0.0,0.0,0.0,96.68289,1.66843,0.0,0.0,0.0,23.07106,0.0,0.0,254570657.0,0.0,0.0,RCL,69.53512,228.2469,3462680.0,3462680.0,107141940.0
SPGI,S&P Global Inc.,reports,Financials,Financial Exchanges & Data,"New York, New York",0000064040,1917,,0.97169,23.69613,1.85307,0.0,3.08,2021-05-25 00:00:00.000,0.77,2021-06-10 00:00:00.000,0.82,0.0,6.10776,18.98461,10.16228,73.85913,72.65381,398.55,31.38889,303.5,398.3527,90939.75,240.4427,40.07937,34.58029,53.62103,45.68561,88.11991,31.79712,37.14718,6.081965,11.85346,0.0,22.77938,628.133,45.31557,7.98072,10.96326,0.0,240900000.0,0.0,0.0,SPGI,51.27853,398.3527,1477159.0,1477160.0,30665310.0
CRM,Salesforce.com,reports,Information Technology,Application Software,"San Francisco, California",2008-09-15,0001108524,1999,1.09911,43.35847,1.23471,0.0,0.0, ,0.0, ,0.0,0.0,1976.668,213.0923,4.41458,74.57452,74.41182,284.5,0.0,167.0,6.44205,205270.6,887.004,4.98539,19.26877,3.31786,2.14097,4.92977,29.57363,50.41929,0.025507,9.65888,0.0,6.74479,10.86524,9.21737,7.34453,24.29524,0.0,922232743.0,0.0,0.0,CRM,6.05217,6.44205,5367880.0,5367880.0,137282300.0
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,"Boca Raton, Florida",2017-09-01,0001034054,1989,0.20379,0.0,0.69535,0.0,2.32,2021-05-19 00:00:00.000,0.58,2021-06-15 00:00:00.000,0.8,0.0,1586.056,90.5503,1.18513,76.35051,76.79293,328.369,1.7284,232.88,0.0,31811.63,108.1161,0.0,6.63109,29.50893,30.34889,0.0,36.83667,245.4836,0.154776,15.0423,0.0,1.46667,0.0,1.60136,2.39445,3.74766,0.0,109344636.0,0.0,0.0,SBAC,171.7529,0.0,526505.0,526510.0,15611720.0
SLB,Schlumberger Ltd.,reports,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",1965-03-31,0000087347,1926,2.38009,0.0,1.29717,0.0,0.5,2021-06-01 00:00:00.000,0.125,2021-07-08 00:00:00.000,1.56,0.0,84.13262,103.9622,0.0,13.76603,11.64303,34.3297,4.29915,13.7,126.2377,44676.72,1396.781,5.97358,0.0,9.63048,0.0,3.56188,0.0,0.0,0.0,2.09073,0.96263,0.0,0.0,0.0,0.0,0.0,0.0,1398332463.0,0.0,0.0,SLB,56.10895,132.2092,14819384.0,14819380.0,306551020.0
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",2012-07-02,0001137789,1979,1.17452,0.0,1.23354,0.0,2.68,2021-05-11 00:00:00.000,0.67,2021-07-07 00:00:00.000,2.85,0.0,0.0,14.09187,3.99832,27.0963,26.49975,106.22,6.62069,43.53,1011.777,21495.79,227.6116,12.04687,9.79872,14.13402,12.29259,44.54542,15.44238,23.48987,0.0,2.11053,0.80555,11.44955,87.69772,16.98723,4.11742,0.0,0.0,228873365.0,0.0,0.0,STX,91.39708,1062.397,5150869.0,5150870.0,79074000.0
SEE,Sealed Air,reports,Materials,Paper Packaging,"Charlotte, North Carolina",1957-03-04,0001012100,1960,1.24791,0.0,1.32652,0.0,0.8,2021-06-03 00:00:00.000,0.2,2021-06-18 00:00:00.000,1.42,0.0,59.13793,0.0,3.0459,31.65496,32.42134,57.94,4.84687,29.36,3655.424,8546.393,151.0663,8.34978,9.51485,15.98137,16.08758,84.28876,13.10194,18.46088,0.312166,1.71051,0.83474,8.20384,0.0,10.68855,0.0,2.96973,0.0,151989913.0,0.0,0.0,SEE,97.35862,3685.897,1459772.0,1459770.0,27169340.0
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,"San Diego, California",0001032208,1998,,0.65135,11.23448,0.61091,0.0,4.4,2021-03-24 00:00:00.000,1.1,2021-04-15 00:00:00.000,3.21,0.0,11.42199,30.80762,7.06265,0.0,0.0,140.46,3.475,112.16,91.68991,41469.13,302.4944,18.7174,10.75343,29.85578,22.37853,1.84085,14.87415,19.39357,1.697915,3.57894,0.57105,1.83082,10.43461,2.19569,2.77515,6.33202,0.0,302760705.0,0.0,0.0,SRE,48.73581,101.3573,1581805.0,1581810.0,31851240.0
NOW,ServiceNow,reports,Information Technology,Systems Software,"Santa Clara, California",2019-11-21,0001373715,2003,0.94452,32.63986,1.23472,0.0,0.0, ,0.0, ,0.0,0.0,0.0,68.05538,0.75412,78.01471,78.01127,598.37,0.0,352.07,53.04577,92695.91,195.8949,6.02941,3.15058,7.13235,4.15508,30.51478,178.8064,622.5402,0.0,19.17921,0.0,2.02767,5.74276,3.52712,8.77128,29.99832,0.0,197447987.0,0.0,0.0,NOW,34.66007,53.04577,1696915.0,1696920.0,36164600.0
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",1964-06-30,0000089800,1866,1.07503,33.78087,0.9041,0.0,2.2,2021-05-20 00:00:00.000,0.55,2021-06-04 00:00:00.000,0.78,0.0,33.67855,31.07978,7.71884,45.36082,47.18828,293.045,8.67488,178.6567,255.3805,75298.31,243.2036,8.79725,11.22516,10.88488,13.86572,24.45327,27.89136,36.68038,1.089132,3.99016,0.57723,10.33184,66.53161,14.05944,3.72483,4.80024,0.0,267627483.0,0.0,0.0,SHW,74.73929,295.8716,1245834.0,1245830.0,30958450.0
SPG,Simon Property Group Inc,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,0001063761,2003,1.54317,0.0,0.0,0.0,5.2,2021-04-08 00:00:00.000,1.3,2021-04-23 00:00:00.000,4.25,0.0,0.0,0.0,3.52265,81.9359,80.78494,128.25,3.17969,53.88,853.6074,40206.65,326.9377,41.16776,28.53478,48.52232,42.69142,13.30366,15.31338,34.74089,0.0,8.94655,0.0,3.74239,43.30079,4.28339,9.59159,0.0,0.0,328531392.0,0.0,0.0,SPG,86.65675,853.6074,2986208.0,2986210.0,67279890.0
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",2015-03-12,0000004127,2002,1.08424,8.65922,5.20932,0.0,2.0,2021-05-17 00:00:00.000,0.5,2021-06-08 00:00:00.000,1.2,0.0,55.34943,84.08427,7.23352,49.35996,48.75211,204.0,0.0,113.141,0.0,27520.93,164.5462,27.73511,27.67975,31.97645,31.0943,5.8405,17.55049,23.04549,0.416364,6.28992,3.83525,22.60295,27.35373,24.67679,0.0,34.35485,0.0,165092532.0,0.0,0.0,SWKS,0.0,0.0,1920449.0,1920450.0,46091500.0
SNA,Snap-on,reports,Industrials,Industrial Machinery,"Kenosha, Wisconsin",1982-09-30,0000091440,1920,1.28211,11.22307,2.47346,0.0,4.92,2021-05-20 00:00:00.000,1.23,2021-06-10 00:00:00.000,1.97,0.0,6.09023,40.12387,12.45441,54.0963,53.42336,259.99,18.87943,127.39,30.67079,13518.91,53.16365,17.70571,17.03058,23.91304,23.09523,3.48565,16.92403,20.07161,3.295706,3.28344,1.88186,11.45958,18.93636,13.97119,0.0,2.97111,0.0,54079984.0,0.0,0.0,SNA,27.24812,37.66512,311149.0,311150.0,9296010.0
SO,Southern Company,reports,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,0000092122,1945,0.44113,1.78365,0.81728,0.0,2.64,2021-05-14 00:00:00.000,0.66,2021-06-07 00:00:00.000,4.1,0.0,0.0,30.88261,3.17857,46.23544,46.64947,66.93,3.95556,50.4,162.3988,68154.63,1056.687,18.73096,15.83674,27.03892,23.57643,2.3929,9.3722,20.25439,0.0,3.20471,0.58579,2.75789,12.04476,3.14283,15.49736,1.15101,0.0,1058630385.0,0.0,0.0,SO,60.62116,178.4798,4291652.0,4291650.0,87414190.0
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",1994-07-01,0000092380,1967,1.25842,6.65678,1.96773,0.0,0.0, ,0.18,2020-03-25 00:00:00.000,0.0,0.0,0.0,204.3612,0.0,61.89084,61.24381,64.75,0.0,28.31,115.9793,35535.82,589.5433,5.65302,0.0,9.69786,0.0,3.90749,0.0,0.0,0.0,5.17562,1.91298,0.0,0.0,0.0,1.93741,0.0,0.0,591376576.0,0.0,0.0,LUV,54.22372,118.4538,6292795.0,6292800.0,156251150.0
SWK,Stanley Black & Decker,reports,Industrials,Industrial Machinery,"New Britain, Connecticut",1982-09-30,0000093556,1843,1.4406,12.7535,1.42473,0.0,2.8,2021-06-07 00:00:00.000,0.7,2021-06-22 00:00:00.000,1.33,0.0,60.62284,240.229,9.81722,37.39487,35.74024,225.0,15.22646,120.87,37.2371,33931.66,161.0869,11.5556,10.10941,15.46544,12.34049,3.41106,15.96409,21.40219,0.353038,2.17479,0.73947,6.74334,17.92201,8.56681,0.0,9.5821,0.0,161494767.0,0.0,0.0,SWK,27.13193,37.24412,1126802.0,1126800.0,26548170.0
